State,LGA,Ward,PU-Code,PU-Name,APC,PDP,LP,NNPP,Total_Votes,Latitude,Longitude,Neighbours,Neighbour_Count,APC_outlier_score,PDP_outlier_score,LP_outlier_score,NNPP_outlier_score,Overall_Outlier_Score,APC_share,PDP_share,NNPP_share,LP_share
KWARA,ILORIN EAST,MAGAJI ARE 1,23-06-07-034,DAUDU AMULE OLOKO-OBI OPEN SPACE,39,35,0,0,74,8.4996679,4.5463259,"['23-06-02-001', '23-06-02-002', '23-06-02-003', '23-06-02-004', '23-06-02-005', '23-06-02-006', '23-06-02-007', '23-06-02-008', '23-06-02-009', '23-06-02-010', '23-06-02-011', '23-06-02-012', '23-06-02-013', '23-06-02-014', '23-06-02-015', '23-06-02-016', '23-06-04-010', '23-06-07-001', '23-06-07-002', '23-06-07-003', '23-06-07-004', '23-06-07-005', '23-06-07-008', '23-06-07-009', '23-06-07-010', '23-06-07-011', '23-06-07-012', '23-06-07-013', '23-06-07-014', '23-06-07-015', '23-06-07-016', '23-06-07-017', '23-06-07-018', '23-06-07-019', '23-06-07-020', '23-06-07-021', '23-06-07-022', '23-06-07-023', '23-06-07-024', '23-06-07-025', '23-07-06-001', '23-07-06-002', '23-07-06-003', '23-07-06-004', '23-07-06-005', '23-07-06-006', '23-07-06-007', '23-07-06-008', '23-07-06-009', '23-07-06-011', '23-07-06-013', '23-07-06-014', '23-07-06-017', '23-07-06-018', '23-07-11-005', '23-07-11-013', '23-08-05-004', '23-08-05-020', '23-08-06-002', '23-08-06-003', '23-08-06-004', '23-08-06-005', '23-08-06-006', '23-08-06-008', '23-08-06-009', '23-08-06-010', '23-08-06-011', '23-08-06-012', '23-08-06-013', '23-08-06-014', '23-08-09-011', '23-08-09-013', '23-06-02-017', '23-06-02-018', '23-06-02-020', '23-06-02-021', '23-06-02-022', '23-06-02-023', '23-06-04-034', '23-06-04-042', '23-06-07-026', '23-06-07-028', '23-06-07-029', '23-06-07-030', '23-06-07-031', '23-06-07-032', '23-06-07-033', '23-06-07-035', '23-07-06-019', '23-07-06-020', '23-07-11-019', '23-08-05-060', '23-08-06-019', '23-08-06-022', '23-08-06-023', '23-08-06-024', '23-08-06-026', '23-08-06-027', '23-08-06-018', '23-08-06-020', '23-08-06-025']",101,0.261590037,0.698675335,0.452985024,0.412479206,0.643176942,53%,47%,0%,0%
KWARA,BARUTEN,OKUTA,23-02-09-024,TAKAREROCK OPEN SPACE,68,27,11,4,110,9.2228301,3.2005641,"['23-02-09-003', '23-02-09-007', '23-02-09-008', '23-02-09-009', '23-02-09-011', '23-02-09-012', '23-02-09-013', '23-02-09-015', '23-02-09-016', '23-02-09-018', '23-02-09-019', '23-02-09-021', '23-02-09-023', '23-02-09-026', '23-02-09-028', '23-02-09-029']",16,0.330070656,0.698590068,0.530683475,2.982678905,1.356926696,62%,25%,4%,10%
KWARA,MORO,JEBBA,23-12-01-003,"WAITING ROOM, RAILWAY STATION",116,26,7,0,149,9.1192516,4.8261424,"['23-12-01-001', '23-12-01-002', '23-12-01-004', '23-12-01-005', '23-12-01-006', '23-12-01-012', '23-12-01-013', '23-12-01-014', '23-12-01-015', '23-12-01-016', '23-12-01-017', '23-12-01-018', '23-12-01-019', '23-12-01-020']",14,0.503064211,0.698492001,0.729084094,0.434091491,0.569560497,78%,17%,0%,5%
KWARA,BARUTEN,KIYORU/BWEN,23-02-08-022,ZANGO  OPEN SPACE,233,4,6,0,243,8.7374058,2.8577105,"['23-02-08-013', '23-02-08-019']",2,0.629665967,0.698290213,1.118497152,0,3.118004188,96%,2%,0%,2%
KWARA,KAIAMA,BANI,23-11-02-020,LABELABE KLGEA,72,53,0,0,125,9.0231692,4.2728398,"['23-11-02-001', '23-11-02-003', '23-11-02-005', '23-11-02-006', '23-11-02-007', '23-11-02-009', '23-11-02-010', '23-11-02-017']",8,0.736121551,0.697328565,0.753575191,0.333333333,0.424485466,58%,42%,0%,0%
KWARA,ILORIN EAST,IBAGUN,23-06-04-038,OPEN SPACE BESIDE SOHIBUL BAYAN MOSQUE BABA SOJA,112,66,1,0,179,8.5290904,4.5469705,"['23-06-04-001', '23-06-04-002', '23-06-04-009', '23-06-04-011', '23-06-04-012', '23-06-04-013', '23-06-04-014', '23-06-04-019', '23-06-04-020', '23-06-04-022', '23-06-04-023', '23-06-08-007', '23-06-08-008', '23-06-08-009', '23-06-08-016', '23-06-08-017', '23-06-08-018', '23-06-08-019', '23-06-12-013', '23-08-04-013', '23-08-10-021', '23-06-04-025', '23-06-04-028', '23-06-04-030', '23-06-04-031', '23-06-04-033', '23-06-04-036', '23-06-04-043', '23-06-04-044', '23-06-04-048', '23-06-04-049', '23-06-04-050', '23-06-04-051', '23-06-04-052', '23-06-04-054', '23-06-04-055', '23-06-04-056', '23-06-04-057', '23-06-04-058']",39,0.06777722,0.696411712,0.634657794,0.411105772,0.678485747,63%,37%,0%,1%
KWARA,IFELODUN,IDOFIAN 11,23-05-18-002,ARABIC SCH GANMO,134,14,34,1,183,8.3745896,4.660535,"['23-05-18-001', '23-05-18-006', '23-05-18-007', '23-05-18-009', '23-05-18-010', '23-05-18-012', '23-05-18-013', '23-05-18-014', '23-05-18-016', '23-05-18-017', '23-05-18-018', '23-05-18-019', '23-05-18-022']",13,0.863881347,0.696148353,0.466066562,0.364530311,0.670346559,73%,8%,1%,19%
KWARA,ILORIN EAST,OKE OYI/OKE OSE/ALALUBOSA,23-06-11-023,ODE BALE AIYETORO,79,72,0,0,151,8.5546965,4.6967189,"['23-06-11-005', '23-06-11-006', '23-06-11-007', '23-06-11-008', '23-06-11-011', '23-06-11-012', '23-06-11-013', '23-06-11-014', '23-06-11-015', '23-06-11-019', '23-06-11-020', '23-06-11-026']",12,0.587700256,0.692615158,0.577638936,0,0.524741248,52%,48%,0%,0%
KWARA,ILORIN-WEST,BALOGUN ALANAMU CENTRAL,23-08-05-043,HIWANU L.G.E.A SCH II,85,87,0,0,172,8.4936517,4.5340805,"['23-08-01-007', '23-08-01-008', '23-08-01-016', '23-08-01-017', '23-08-02-001', '23-08-02-011', '23-08-05-001', '23-08-05-002', '23-08-05-003', '23-08-05-005', '23-08-05-006', '23-08-05-007', '23-08-05-008', '23-08-05-009', '23-08-05-010', '23-08-05-011', '23-08-05-012', '23-08-05-013', '23-08-05-014', '23-08-05-015', '23-08-05-016', '23-08-05-017', '23-08-05-019', '23-08-05-020', '23-08-05-021', '23-08-05-022', '23-08-05-023', '23-08-05-024', '23-08-05-025', '23-08-05-026', '23-08-05-027', '23-08-05-028', '23-08-05-029', '23-08-05-030', '23-08-05-031', '23-08-05-032', '23-08-05-034', '23-08-05-035', '23-08-05-036', '23-08-05-037', '23-08-05-038', '23-08-05-039', '23-08-05-040', '23-08-05-041', '23-08-05-042', '23-08-05-044', '23-08-05-045', '23-08-02-049', '23-08-05-046', '23-08-05-049', '23-08-05-051', '23-08-05-058', '23-08-05-061', '23-08-05-063', '23-08-05-064', '23-08-09-045', '23-08-05-052', '23-08-05-050', '23-08-05-053', '23-08-05-054', '23-08-05-056', '23-08-05-059', '23-08-05-066', '23-08-05-057', '23-08-05-062', '23-08-05-067']",66,0.475391322,0.691486533,0.472238208,0.213938883,0.350987388,49%,51%,0%,0%
KWARA,ILORIN EAST,IBAGUN,23-06-04-020,ODE ONITOBI IDI ARO,87,53,4,0,144,8.5290904,4.5469705,"['23-06-04-001', '23-06-04-002', '23-06-04-009', '23-06-04-011', '23-06-04-012', '23-06-04-013', '23-06-04-014', '23-06-04-019', '23-06-04-022', '23-06-04-023', '23-06-08-007', '23-06-08-008', '23-06-08-009', '23-06-08-016', '23-06-08-017', '23-06-08-018', '23-06-08-019', '23-06-12-013', '23-08-04-013', '23-08-10-021', '23-06-04-025', '23-06-04-028', '23-06-04-030', '23-06-04-031', '23-06-04-033', '23-06-04-036', '23-06-04-038', '23-06-04-043', '23-06-04-044', '23-06-04-048', '23-06-04-049', '23-06-04-050', '23-06-04-051', '23-06-04-052', '23-06-04-054', '23-06-04-055', '23-06-04-056', '23-06-04-057', '23-06-04-058']",39,0.108031332,0.691256643,0.484171219,0.411105772,0.411728573,60%,37%,0%,3%
KWARA,ILORIN EAST,GAMBARI 1,23-06-02-001,BALOGUN GAMBARI TAX OFFICE I,184,60,3,1,248,8.5030369,4.5508381,"['23-06-02-002', '23-06-02-003', '23-06-02-004', '23-06-02-005', '23-06-02-006', '23-06-02-007', '23-06-02-008', '23-06-02-009', '23-06-02-010', '23-06-02-011', '23-06-02-012', '23-06-02-013', '23-06-02-014', '23-06-02-015', '23-06-02-016', '23-06-04-010', '23-06-07-001', '23-06-07-002', '23-06-07-003', '23-06-07-004', '23-06-07-005', '23-06-07-008', '23-06-07-009', '23-06-07-010', '23-06-07-011', '23-06-07-012', '23-06-07-013', '23-06-07-014', '23-06-07-015', '23-06-07-016', '23-06-07-017', '23-06-07-018', '23-06-07-019', '23-06-07-022', '23-06-07-023', '23-06-07-024', '23-06-07-025', '23-07-06-001', '23-07-06-002', '23-07-06-003', '23-07-06-004', '23-07-06-005', '23-07-06-006', '23-07-06-007', '23-07-06-008', '23-07-06-009', '23-07-06-011', '23-07-06-013', '23-07-06-014', '23-07-06-015', '23-07-06-016', '23-07-06-017', '23-07-06-018', '23-08-09-011', '23-08-09-013', '23-06-02-017', '23-06-02-018', '23-06-02-020', '23-06-02-021', '23-06-02-022', '23-06-02-023', '23-06-04-034', '23-06-04-042', '23-06-07-026', '23-06-07-028', '23-06-07-029', '23-06-07-030', '23-06-07-031', '23-06-07-032', '23-06-07-033', '23-06-07-034', '23-06-07-035', '23-06-12-027', '23-07-06-019', '23-07-06-020']",75,0.791641815,0.691255931,0.055191563,0.919724585,0.913036683,74%,24%,0%,1%
KWARA,ILORIN EAST,ZANGO,23-06-12-024,IPATA LGEA  SCHOOL II,12,4,0,0,16,8.5041799,4.5701803,"['23-06-12-001', '23-06-12-002', '23-06-12-003', '23-06-12-004', '23-06-12-005', '23-06-12-006', '23-06-12-010', '23-06-12-011', '23-06-12-012', '23-06-12-014', '23-06-12-015', '23-06-12-016', '23-06-12-017', '23-06-12-018', '23-06-03-027', '23-06-08-030', '23-06-12-019', '23-06-12-020', '23-06-12-022', '23-06-12-023', '23-06-12-025', '23-06-12-026', '23-06-12-028', '23-06-12-029', '23-06-12-030', '23-06-12-031']",26,1.349573251,0.690760489,0.460209067,0.770615819,1.09248105,75%,25%,0%,0%
KWARA,ILORIN-SOUTH,AKANBI -V,23-07-05-032,"OPEN SPACE, ORILOWO JUNCTION, OPP. APOSTOLIC CHURCH SANGO AREA",65,13,18,1,97,8.516524,4.5907869,"['23-07-05-004', '23-07-05-005', '23-07-05-006', '23-07-05-008', '23-07-05-009', '23-07-05-010', '23-07-05-017', '23-07-05-022', '23-07-05-025', '23-07-05-028', '23-07-05-029', '23-07-05-030', '23-07-05-036']",13,0.188654689,0.689340198,0.390313135,0.06100398,0.671303302,67%,13%,1%,19%
KWARA,ILORIN-WEST,OJUEKUN/ZARUMI,23-08-09-021,ODE AFASE,155,68,1,0,224,8.5059241,4.5379472,"['23-06-04-010', '23-08-02-001', '23-08-02-003', '23-08-02-006', '23-08-02-007', '23-08-02-008', '23-08-02-009', '23-08-02-012', '23-08-02-013', '23-08-02-014', '23-08-02-015', '23-08-02-016', '23-08-02-017', '23-08-02-019', '23-08-02-020', '23-08-02-021', '23-08-02-022', '23-08-02-023', '23-08-02-024', '23-08-02-025', '23-08-02-026', '23-08-02-027', '23-08-02-029', '23-08-02-030', '23-08-02-032', '23-08-02-033', '23-08-02-034', '23-08-02-035', '23-08-02-036', '23-08-02-037', '23-08-02-038', '23-08-02-039', '23-08-02-040', '23-08-05-029', '23-08-05-034', '23-08-05-039', '23-08-09-001', '23-08-09-002', '23-08-09-003', '23-08-09-004', '23-08-09-005', '23-08-09-008', '23-08-09-011', '23-08-09-012', '23-08-09-013', '23-08-09-014', '23-08-09-015', '23-08-09-016', '23-08-09-017', '23-08-09-018', '23-08-09-019', '23-08-09-020', '23-08-09-022', '23-08-09-023', '23-08-09-024', '23-08-09-026', '23-08-09-028', '23-08-09-029', '23-08-09-032', '23-08-09-033', '23-08-09-034', '23-06-04-034', '23-06-04-042', '23-08-02-042', '23-08-02-045', '23-08-02-046', '23-08-02-048', '23-08-02-051', '23-08-02-052', '23-08-02-053', '23-08-02-054', '23-08-02-055', '23-08-02-056', '23-08-02-057', '23-08-02-059', '23-08-02-062', '23-08-02-064', '23-08-02-067', '23-08-02-069', '23-08-09-035', '23-08-09-036', '23-08-09-038', '23-08-09-039', '23-08-09-041', '23-08-09-043', '23-08-09-044', '23-08-09-045', '23-08-09-046', '23-08-02-043', '23-08-02-044', '23-08-02-047', '23-08-02-050', '23-08-02-061', '23-08-02-063', '23-08-02-058', '23-08-09-037', '23-08-09-040', '23-08-09-042', '23-08-09-047', '23-08-02-065', '23-08-02-068', '23-08-05-059', '23-08-10-045']",103,1.083635412,0.689326843,0.108155123,0.377314998,0.458214089,69%,30%,0%,0%
KWARA,ILORIN-WEST,OKO-ERIN,23-08-10-021,QUENN SCH ILORIN II,62,22,31,0,115,8.5373356,4.5443923,"['23-06-04-001', '23-06-04-002', '23-06-04-011', '23-06-04-012', '23-06-04-013', '23-06-04-014', '23-06-04-019', '23-06-04-020', '23-06-04-022', '23-06-04-023', '23-06-08-007', '23-06-08-008', '23-06-08-009', '23-06-08-016', '23-06-08-017', '23-06-08-018', '23-06-08-019', '23-06-12-013', '23-08-04-013', '23-06-04-025', '23-06-04-028', '23-06-04-033', '23-06-04-036', '23-06-04-038', '23-06-04-043', '23-06-04-048', '23-06-04-049', '23-06-04-050', '23-06-04-051', '23-06-04-052', '23-06-04-054', '23-06-04-055', '23-06-04-056', '23-06-04-057', '23-06-04-058']",35,0.642691314,0.6890186,1.245358959,0.413622591,0.707527124,54%,19%,0%,27%
KWARA,ILORIN-SOUTH,AKANBI -11,23-07-02-008,JOROMO OSHIN L.G.E.A SCH II,14,43,0,0,57,8.4613299,4.7225793,"['23-07-02-003', '23-07-02-004', '23-07-02-005', '23-07-02-007']",4,0.172305798,0.688740882,0.447213595,0,0.244214999,25%,75%,0%,0%
KWARA,MORO,AJANAKU,23-12-15-002,L.G.E.A SCH AGBAKU,93,81,0,6,180,8.6231502,4.4696765,"['23-12-15-001', '23-12-15-003', '23-12-15-004']",3,0.780021974,0.688102272,0.866022378,1.487903618,1.0414267,52%,45%,3%,0%
KWARA,ILORIN-SOUTH,AKANBI -V,23-07-05-027,"AJEGUNLE LGEA SCHOOL, KULENDE AREA",19,6,14,0,39,8.5147051,4.6063042,"['23-07-05-001', '23-07-05-002', '23-07-05-003', '23-07-05-012', '23-07-05-013', '23-07-05-014', '23-07-05-015', '23-07-05-018', '23-07-05-020', '23-07-05-021', '23-07-05-024', '23-07-05-033', '23-07-05-034', '23-07-05-035', '23-07-05-037', '23-07-05-038', '23-07-05-039', '23-07-05-040']",18,0.716326014,0.68692719,2.529599696,0.639688349,0.893356671,49%,15%,0%,36%
KWARA,EDU,TSARAGI 111,23-03-07-003,L.G.E.A SCH  TSARAGI,100,91,3,8,202,8.8308891,4.9818513,"['23-03-07-001', '23-03-07-002', '23-03-07-004', '23-03-07-008', '23-03-07-011']",5,0.309573941,0.686013391,0.529620426,1.283956591,2.045036562,50%,45%,4%,1%
KWARA,ILORIN-SOUTH,BALOGUN-FULANI 111,23-07-08-002,OPEN SPACE GBABIABIDUN II,73,73,6,0,152,8.4919386,4.5637321,"['23-06-08-002', '23-06-12-009', '23-07-07-001', '23-07-07-002', '23-07-07-003', '23-07-07-004', '23-07-07-005', '23-07-07-006', '23-07-07-007', '23-07-07-008', '23-07-07-009', '23-07-07-010', '23-07-08-001', '23-07-08-003', '23-07-08-004', '23-07-08-005', '23-07-08-006', '23-07-08-007', '23-07-08-008', '23-07-09-001', '23-07-09-002', '23-07-09-003', '23-07-09-004', '23-07-09-005', '23-07-09-006', '23-07-09-007', '23-07-09-008', '23-07-09-009', '23-07-09-010', '23-07-09-011', '23-07-09-012', '23-06-08-025', '23-06-12-027', '23-07-07-011', '23-07-07-012', '23-07-07-013', '23-07-07-014', '23-07-07-015', '23-07-09-013', '23-07-09-015', '23-07-09-016', '23-07-09-017', '23-07-09-018', '23-07-09-021', '23-07-08-010', '23-07-08-011', '23-07-08-012', '23-07-08-013', '23-07-08-014', '23-07-08-015', '23-07-08-016', '23-07-08-017']",52,0.258559354,0.685822991,0.350543606,0.203862772,0.318249739,48%,48%,0%,4%
KWARA,OFFA,ESSA - C,23-13-07-016,VIEWING CENTRE,54,5,8,0,67,8.1256958,4.7199927,"['23-13-07-002', '23-13-07-003', '23-13-07-004', '23-13-07-006', '23-13-07-007', '23-13-07-008', '23-13-07-009', '23-13-07-013', '23-13-07-014', '23-13-07-015', '23-13-07-017']",11,0.314136961,0.684932416,1.700778847,0.420043165,0.567518635,81%,7%,0%,12%
KWARA,IREPODUN,OMU-ARAN 11 (IHAYE),23-09-07-010,ILARO COMP OMU-ARAN,141,36,15,0,192,8.1449371,5.0973967,"['23-09-03-006', '23-09-06-001', '23-09-06-002', '23-09-06-003', '23-09-06-004', '23-09-06-005', '23-09-06-006', '23-09-06-007', '23-09-06-008', '23-09-06-009', '23-09-06-010', '23-09-07-001', '23-09-07-002', '23-09-07-003', '23-09-07-005', '23-09-07-006', '23-09-07-009', '23-09-08-001', '23-09-08-002', '23-09-08-003', '23-09-08-004', '23-09-08-005', '23-09-08-006', '23-09-08-007', '23-09-08-008', '23-09-08-009', '23-09-08-010', '23-09-08-012', '23-09-08-013', '23-09-08-017', '23-09-07-013', '23-09-07-014', '23-09-07-015', '23-09-07-016', '23-09-07-017']",35,1.486771562,0.684385936,0.731927736,0.467914089,0.912955771,73%,19%,0%,8%
KWARA,ILORIN-WEST,BADARI,23-08-04-024,ODE ILE CUSTOM,29,6,0,0,35,8.4772913,4.5289253,"['23-08-04-003', '23-08-04-004', '23-08-04-010', '23-08-04-011', '23-08-04-012', '23-08-04-015', '23-08-10-003', '23-08-10-019', '23-08-04-022', '23-08-04-027', '23-08-04-031', '23-08-04-025', '23-08-10-035', '23-08-04-021', '23-08-04-018', '23-08-04-029', '23-08-04-026', '23-08-05-055', '23-08-04-023']",19,1.799817242,0.683209748,1.111796168,0.275663085,0.807351825,83%,17%,0%,0%
KWARA,ISIN,IWO,23-10-06-004,OKE-OPE OPEN SPACE,74,54,9,0,137,8.3154344,5.033851,"['23-10-06-001', '23-10-06-002', '23-10-06-003', '23-10-10-001', '23-10-10-004', '23-10-10-007']",6,0.392513967,0.683006952,0.176560953,0.583726821,1.221939823,54%,39%,0%,7%
KWARA,BARUTEN,SHINAWU/TUNBUYAN,23-02-10-008,ZANGO OPEN SPACE,139,136,6,1,282,9.0197306,3.3590446,"['23-02-10-001', '23-02-10-002', '23-02-10-009', '23-02-10-010', '23-02-10-012']",5,0.064816629,0.682582855,0.88288213,2.041241452,1.019935094,49%,48%,0%,2%
KWARA,ILORIN-SOUTH,AKANBI -1V,23-07-04-025,AGO-AIYEKALE L.G.E.A SCH,112,31,35,0,178,8.4741543,4.6286218,"['23-07-04-006', '23-07-04-007', '23-07-04-008', '23-07-04-009', '23-07-04-010', '23-07-04-012', '23-07-04-013', '23-07-04-015', '23-07-04-017', '23-07-04-020', '23-07-04-021', '23-07-04-022', '23-07-04-023', '23-07-04-024', '23-07-11-002', '23-07-11-003', '23-07-11-006', '23-07-11-007', '23-07-11-008', '23-07-11-009', '23-07-11-010', '23-07-11-011', '23-07-03-028', '23-07-04-033', '23-07-04-041', '23-07-04-047', '23-07-04-049', '23-07-04-050', '23-07-11-014', '23-07-11-015', '23-07-11-016', '23-07-11-017']",32,0.729845256,0.680615445,0.142181319,0.543700423,0.427361477,63%,17%,0%,20%
KWARA,IFELODUN,IGBAJA 11,23-05-15-002,COMM SCH ADANLA,115,12,31,1,159,8.4216036,4.8416936,"['23-05-15-001', '23-05-15-003', '23-05-15-004', '23-05-15-005', '23-05-15-006', '23-05-15-009']",6,0.368887034,0.678022648,2.187186091,0.227390765,3.176413746,72%,8%,1%,19%
KWARA,IREPODUN,AJASE IPO 1,23-09-01-005,BAPTIST PRIMARY SCH AJASE-IPO,108,60,24,4,196,8.2402919,4.8081667,"['23-09-01-001', '23-09-01-003', '23-09-01-004', '23-09-01-006', '23-09-01-020', '23-09-01-021']",6,0.252847464,0.677741882,0.426953892,0.52915329,0.797284483,55%,31%,2%,12%
KWARA,ILORIN-SOUTH,AKANBI -11,23-07-02-007,OPEN SPACE ISOKUN VILLAGE,107,38,1,0,146,8.4613299,4.7225793,"['23-07-02-003', '23-07-02-004', '23-07-02-005', '23-07-02-008']",4,1.588552256,0.677711437,1.788854382,0,2.594787438,73%,26%,0%,1%
KWARA,OYUN,OJOKU,23-15-07-004,"OPPOSITE COUNCIL HALL, OJOKU",91,62,3,0,156,8.2524474,4.6585973,"['23-15-07-001', '23-15-07-003', '23-15-07-006', '23-15-07-007', '23-13-08-019', '23-15-07-008', '23-15-07-009']",7,0.154624291,0.677565628,0.411130147,0.687245258,0.686701941,58%,40%,0%,2%
KWARA,ILORIN-SOUTH,AKANBI -111,23-07-03-040,"OPEN SPACE, IFE SOWAPO COMMUNITY JUNCTION, BUDO-EFO",86,16,23,0,125,8.4590185,4.6061129,"['23-07-03-007', '23-07-03-029', '23-07-03-042', '23-07-03-044']",4,1.718425778,0.677288866,1.459932197,0.726819325,1.18883098,69%,13%,0%,18%
KWARA,ILORIN-WEST,WARRAH/EGBE JILA/OSHIN,23-08-12-024,OPEN SPACE IDIEGUN,66,17,21,2,106,8.4248125,4.5727598,"['23-08-12-001', '23-08-12-002', '23-08-12-004', '23-08-12-005', '23-08-12-006', '23-08-12-008', '23-08-12-009', '23-08-12-010', '23-08-12-012', '23-08-12-013', '23-08-12-014', '23-08-12-015', '23-08-12-016', '23-08-12-017', '23-08-12-018', '23-08-12-020', '23-08-12-021', '23-08-12-023', '23-08-12-028', '23-08-12-034', '23-08-12-035', '23-08-12-025', '23-08-12-039', '23-08-12-026', '23-08-12-033', '23-08-12-038', '23-08-12-032', '23-08-12-030', '23-08-12-031']",29,0.074868027,0.677010541,0.522545827,0.606371719,0.596647958,62%,16%,2%,20%
KWARA,OYUN,IJAGBO,23-15-08-012,OPEN SPACE ODO-ATAN,97,13,76,0,186,8.1759053,4.7313382,"['23-15-08-008', '23-15-08-011', '23-15-08-013', '23-15-08-014', '23-15-08-006']",5,0.20283108,0.676657109,0.333586337,0.475953959,1.307554589,52%,7%,0%,41%
KWARA,IREPODUN,ORO 11,23-09-10-010,ILE BALE ILUDUN ORO,98,11,18,1,128,-1.477205,9.2508437,"['23-05-09-002', '23-09-10-001', '23-09-10-002']",3,0.684478168,0.67448877,0.469321783,0.421485333,0.486125956,77%,9%,1%,14%
KWARA,ISIN,ISANLU 11,23-10-04-006,IGBAGBOTEDO OPEN SPACE,49,23,20,0,92,8.2653473,5.1119407,"['23-10-04-001', '23-10-04-002', '23-10-04-003', '23-10-04-005', '23-10-04-007']",5,0.777600015,0.673043752,0.064594701,0,0.431589988,53%,25%,0%,22%
KWARA,EDU,LAFIAGI 1V,23-03-04-008,L.G.E.A SCH DZARA,35,77,0,0,112,8.9270263,5.4604985,"['23-03-04-002', '23-03-04-003', '23-03-04-006', '23-03-04-007', '23-03-04-010', '23-03-04-013', '23-03-04-015', '23-03-04-017']",8,0.259086213,0.672538624,0.333333333,0.637809502,0.552086865,31%,69%,0%,0%
KWARA,EKITI,ISAPA,23-04-02-001,OPEN SPACE ODO-AGO ISAPA,74,77,6,0,157,8.1424976,5.3310018,"['23-04-02-003', '23-04-02-004', '23-04-02-005', '23-04-02-006', '23-04-09-012', '23-04-02-007']",6,0.073257584,0.67145427,0.077314348,0,0.500055756,47%,49%,0%,4%
KWARA,ILORIN-WEST,OKO-ERIN,23-08-10-016,WESLEY L.G.E.A SCH,91,19,84,0,194,8.4635214,4.5366582,"['23-08-10-001', '23-08-10-002', '23-08-10-008', '23-08-10-012', '23-08-10-014', '23-08-10-017', '23-08-10-028', '23-08-10-036', '23-08-10-039', '23-08-10-040', '23-08-10-042', '23-08-10-043', '23-08-10-049', '23-08-10-046', '23-08-10-032']",15,0.089375046,0.670423505,1.215148142,0.632910654,0.413018154,47%,10%,0%,43%
KWARA,ILORIN EAST,MAYA/ILE-APA,23-06-10-003,MAYA L.G.E.A. SCH,165,73,8,1,247,8.5106415,4.7174062,"['23-06-10-001', '23-06-10-002', '23-06-10-004', '23-06-10-005', '23-06-10-007', '23-06-10-008', '23-06-10-009', '23-06-10-011', '23-06-10-012', '23-06-10-013', '23-06-10-017', '23-06-10-019', '23-06-10-020', '23-06-10-021']",14,0.859766574,0.669914438,0.617982345,0.13200884,6.375125725,67%,30%,0%,3%
KWARA,ILORIN EAST,BALOGUN GAMBARI 11,23-06-03-023,OPEN  SPACE MAIMASA COMPOUND,33,27,0,0,60,8.6083453,4.7898731,"['23-06-03-001', '23-06-03-002', '23-06-03-003', '23-06-03-004', '23-06-03-007', '23-06-03-013', '23-06-03-014', '23-06-03-015', '23-06-03-016', '23-06-03-017', '23-06-03-018', '23-06-03-020', '23-06-03-021', '23-06-03-022', '23-06-03-024', '23-06-03-026', '23-06-03-028']",17,0.007056435,0.668078212,0.28180898,0.556525887,0.552499849,55%,45%,0%,0%
KWARA,OYUN,IJAGBO,23-15-08-014,OPEN SPACE BEHIND TNT RADIO STATION IJAGBO,43,17,17,3,80,8.177296,4.7329268,"['23-15-08-011', '23-15-08-012', '23-15-08-013', '23-15-08-006']",4,0.811292785,0.667470027,0.97876855,1.788854382,0.563654925,54%,21%,4%,21%
KWARA,IFELODUN,ORO-AGO,23-05-07-009,COMM SCH IRABON,93,4,9,0,106,8.3333342,5.2331931,"['23-05-07-002', '23-05-07-003', '23-05-07-005', '23-05-07-010', '23-05-07-013', '23-05-07-014', '23-05-07-016', '23-05-07-017', '23-05-07-018', '23-05-07-019', '23-05-07-021']",11,0.728077537,0.667213075,0.171101666,0.386197227,0.532830451,88%,4%,0%,8%
KWARA,ASA,ODO-ODE/ABOTO,23-01-17-009,ODO-ODE LGEA SCH II,21,16,0,0,37,8.2856019,4.5331139,"['23-01-17-002', '23-01-17-004', '23-01-17-006', '23-01-17-007', '23-01-17-008']",5,0.625149346,0.66674318,0.40824829,0.40824829,0.690534238,57%,43%,0%,0%
KWARA,ILORIN-SOUTH,AKANBI -V,23-07-05-018,OPEN SPACE SOBI ALAGBADO,118,25,16,1,160,8.5147051,4.6063042,"['23-07-05-001', '23-07-05-002', '23-07-05-003', '23-07-05-012', '23-07-05-013', '23-07-05-014', '23-07-05-015', '23-07-05-020', '23-07-05-021', '23-07-05-024', '23-07-05-027', '23-07-05-033', '23-07-05-034', '23-07-05-035', '23-07-05-037', '23-07-05-038', '23-07-05-039', '23-07-05-040']",18,0.815001351,0.665496763,0.080727904,0.315418983,0.335884014,74%,16%,1%,10%
